RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2970,15726358,Chiemenam,681.0,France,Male,34.0,7,0.0,2,0,0,130686.59,0
2002,15734311,Hamilton,661.0,France,Female,27.0,3,0.0,2,1,1,76889.79,0
4089,15788536,Armit,755.0,Germany,Male,40.0,2,137430.82,2,0,0,176768.59,0
983,15792360,Clark,668.0,France,Male,32.0,7,0.0,2,1,1,777.37,0
6894,15657540,Cremonesi,578.0,France,Male,50.0,5,151215.34,2,1,0,169804.4,0
1651,15718106,Kelley,625.0,France,Male,34.0,6,0.0,2,0,0,197283.2,0
568,15689614,Teng,687.0,Spain,Female,63.0,1,137715.66,1,1,1,37938.74,0
4576,15756926,Atherton,833.0,Germany,Male,29.0,1,96462.25,2,0,1,48986.18,0
5962,15762993,Trevisano,796.0,Spain,Male,32.0,5,102773.15,2,0,1,117832.88,0
1975,15679283,Parkhill,694.0,France,Female,33.0,4,129731.64,2,1,0,25446.265714285713,0
8599,15624424,Palerma,678.0,Spain,Female,49.0,1,0.0,2,1,1,102472.9,0
2413,15670914,Robe,754.0,France,Male,38.0,2,0.0,2,1,0,180698.32,0
356,15739438,Reed,539.0,France,Male,30.0,0,0.0,2,1,0,160979.66,0
8230,15603550,Longo,588.0,Germany,Female,37.0,7,70258.88,2,1,0,139607.61,0
5936,15778089,Stevenson,544.0,Spain,Male,37.0,2,0.0,2,0,0,,0
3669,15586133,Pisano,666.0,Germany,Female,44.0,2,122314.5,1,0,0,68574.88,1
6564,15780359,Storey,643.0,Germany,Male,25.0,4,115142.9,1,1,1,148098.95,0
5263,15659194,Mishina,628.0,France,Male,30.0,8,89182.09,1,1,1,13126.9,0
4452,15621205,Olisaemeka,578.0,France,Male,34.0,4,175111.11,1,1,1,74858.3,0
7720,15775433,Tang,666.0,Germany,Male,71.0,1,53013.29,2,1,1,112222.64,0
2580,15597896,Ozoemena,365.0,Germany,Male,6.0,0,127760.07,1,1,0,81537.85,1
7187,15565996,Arnold,653.0,France,Male,44.0,8,0.0,2,1,1,154639.72,0
5644,15782096,Volkova,616.0,Spain,Female,36.0,6,0.0,1,1,1,12916.32,1
3987,15794345,Ma,706.0,Spain,Male,38.0,8,0.0,2,0,1,46635.11,0
8280,15813283,Mai,605.0,France,Female,34.0,2,0.0,1,0,0,35982.42,0
4014,15653776,Salier,720.0,Germany,Female,57.0,1,162082.31,4,0,0,27145.73,1
3940,15654611,Parry,736.0,Germany,Female,25.0,9,81732.88,2,1,0,136497.28,0
3534,15808557,Mancini,695.0,France,Female,42.0,5,0.0,1,0,1,72172.13,1
7939,15807305,Watkins,805.0,France,Male,39.0,2,0.0,1,0,0,166650.32,0
8684,15599329,Christopher,697.0,France,Female,49.0,7,195238.29,4,0,1,131083.56,1
4259,15796167,Flores,782.0,Germany,Male,35.0,7,98556.89,2,1,0,117644.36,0
5955,15811947,Gordon,850.0,France,Male,33.0,0,124781.67,1,0,1,33700.52,0
9512,15652948,Yen,738.0,France,Male,33.0,4,92676.3,1,1,0,105817.63,0
3156,15794493,Chimaijem,641.0,Spain,Male,32.0,7,0.0,2,1,1,24267.28,0
6435,15703167,Rouse,,France,Female,45.0,8,0.0,2,1,0,193903.06,0
7648,15674583,Trevisani,768.0,France,Male,25.0,0,78396.08,1,1,1,8316.19,0
9282,15679966,Marsh,661.0,France,Female,31.0,3,133964.3,1,1,1,166187.1,0
5562,15583073,Martin,771.0,Spain,Female,56.0,2,0.0,1,1,1,25222.6,1
6483,15628292,Lucchesi,850.0,France,Male,32.0,4,156001.68,2,1,1,151677.31,0
6656,15703763,Sanderson,554.0,France,Male,44.0,7,85304.27,1,1,1,58076.52,0
4040,15580134,Crawford,479.0,Spain,Male,27.0,2,172463.45,1,1,1,40315.27,0
9011,15786463,Hsing,645.0,Germany,Female,59.0,8,121669.93,2,0,0,91.75,1
4789,15674932,Cameron,757.0,Spain,Female,44.0,9,0.0,2,1,0,177528.92,0
281,15668893,Wilsmore,782.0,France,Male,39.0,8,0.0,2,1,1,33949.67,0
1413,15588986,Grant,673.0,Germany,Female,29.0,4,99097.36,1,1,1,9796.69,0
7106,15597536,Nkemjika,576.0,Spain,Male,45.0,5,133618.01,1,0,0,135244.87,0
7138,15764226,Lu,630.0,Germany,Female,28.0,8,106425.75,1,1,1,20344.84,0
871,15799422,Evans,535.0,France,Female,40.0,8,0.0,1,1,1,27689.77,0
1820,15712319,Chukwukere,,Spain,Male,45.0,8,150900.29,2,0,1,139889.15,0
2574,15645942,Macleod,689.0,Spain,Male,40.0,2,0.0,2,1,1,164768.82,0
2057,15577078,Zakharov,539.0,Spain,Male,7.6,6,0.0,1,1,1,152880.07,1
7392,15766734,Castiglione,430.0,France,Male,31.0,5,0.0,1,1,0,95655.16,0
9218,15762588,Kaleski,644.0,France,Male,,5,0.0,2,1,1,41872.17,0
943,15804586,Lin,376.0,France,Female,46.0,6,0.0,1,1,0,157333.69,1
2440,15586976,Alexeeva,566.0,France,Female,42.0,6,0.0,1,1,0,180702.12,1
2109,15634949,Hay,593.0,Germany,Male,74.0,5,161434.36,2,1,1,65532.17,0
9893,15796370,Shah,604.0,Spain,Male,40.0,5,155455.43,1,0,1,113581.85,0
5836,15602479,Fleming,609.0,Spain,Male,37.0,5,129312.79,1,1,1,26793.82,0
6748,15766172,Tsao,541.0,France,Male,34.0,3,128743.55,1,1,0,134851.12,0
7208,15570990,Begley,520.0,Spain,Female,30.0,4,145222.99,2,0,0,145160.96,0
842,15737792,Abbie,818.0,France,Female,31.0,1,186796.37,1,0,0,178252.63,0
8322,15579183,Spaull,586.0,France,Male,64.0,1,0.0,2,1,1,53710.23,0
3632,15794841,Kung,739.0,Spain,Male,19.0,5,89750.21,1,1,0,193008.52,0
2858,15769829,Cheng,534.0,Spain,Male,51.0,3,0.0,2,0,1,20856.31,0
8770,15646262,Ross,622.0,France,Male,31.0,7,0.0,1,1,0,35408.77,0
7689,15592412,Sun,713.0,Germany,Male,45.0,4,131038.14,1,1,0,74005.04,1
4740,15774536,He,607.0,France,Female,32.0,6,0.0,2,0,0,196062.01,0
4490,15787035,Anderson,602.0,France,Female,35.0,8,0.0,2,1,1,152843.53,0
5869,15663817,Y?an,713.0,France,Male,46.0,5,0.0,1,1,1,55701.62,0
7132,15704509,Tan,492.0,France,Male,35.0,8,121063.49,1,0,0,85421.48,0
301,15803976,Efremov,694.0,France,Female,31.0,10,0.0,2,1,0,160990.27,0
1988,15758606,Yamamoto,738.0,France,Male,54.0,4,0.0,1,0,1,55725.04,1
5208,15751022,Bowhay,777.0,Germany,Female,37.0,10,121532.17,2,1,1,73464.88,0
7673,15699294,Pope,555.0,France,Male,30.0,1,0.0,2,0,0,88146.86,0
8760,15757981,Loggia,748.0,France,Male,66.0,8,0.0,1,1,1,,0
8745,15691906,Esposito,664.0,Germany,Female,49.0,5,127421.78,2,1,0,108876.75,1
9573,15641688,Collier,644.0,Spain,Male,18.0,7,0.0,1,0,1,59645.24,1
5457,15755225,Ryan,659.0,Germany,Male,34.0,9,134464.58,2,1,0,178833.34,0
3598,15671630,McMillan,796.0,Germany,Female,40.0,1,99745.95,1,1,0,177524.19,0
2470,15630617,Lo Duca,727.0,Germany,Male,36.0,6,140418.81,1,1,1,113033.73,1
3611,15711716,Ferguson,580.0,France,Female,56.0,1,131368.3,1,1,0,106918.67,1
7593,15583552,Donaldson,674.0,Germany,Male,220.0,3,88902.21,1,1,0,73731.32,0
2716,15682547,Lucchese,649.0,France,Male,38.0,1,122214.0,1,0,1,88965.46,0
5292,15575510,Milanesi,659.0,France,Female,32.0,2,155584.21,1,0,1,153662.88,0
9249,15648638,Chia,629.0,Spain,Male,34.0,6,0.0,2,1,0,190347.72,0
8168,15793135,Wang,713.0,Germany,Female,24.0,7,147687.24,1,1,1,121592.5,0
7634,15727811,Ts'ui,661.0,Germany,Female,47.0,0,109493.62,1,0,0,188324.01,1
7493,15776545,Napolitani,682.0,France,Male,28.0,10,200724.96,1,0,1,82872.64,1
5956,15649024,Trujillo,748.0,France,Female,39.0,9,132865.56,1,1,1,59636.43,1
5423,15729117,Trevisano,607.0,France,Female,31.0,1,102523.88,1,1,1,166792.71,0
7043,15617348,Uchechukwu,544.0,France,Male,44.0,1,0.0,2,0,0,69244.24,0
691,15589493,Otitodilinna,716.0,Germany,Male,27.0,1,122552.34,2,1,0,67611.36,0
5112,15742886,Ford,642.0,France,Male,26.0,1,138023.79,2,0,1,117060.2,0
6786,15640266,Windsor,621.0,Spain,Male,41.0,5,104631.67,1,1,1,95551.22,0
1799,15610446,Chinedum,714.0,France,Female,51.0,4,88308.87,3,0,0,5862.53,1
231,15808473,Ringrose,673.0,France,Male,72.0,1,0.0,2,0,1,111981.19,0
8927,15709136,Adams,620.0,France,Male,28.0,8,0.0,2,1,1,199909.32,0
8285,15701741,Williams,711.0,France,Female,39.0,3,152462.79,1,1,0,90305.97,0
5999,15644212,Han,644.0,Spain,Male,28.0,0,0.0,2,1,0,119419.37,0
651,15730447,Anderson,629.0,France,Female,49.0,4,0.0,2,1,1,196335.48,0
6628,15746199,Eluemuno,558.0,France,Female,41.0,6,0.0,1,1,1,143585.29,1
7282,15735572,Lawrence,629.0,France,Male,59.0,9,113657.83,1,1,1,116848.79,1
581,15692671,Dobson,701.0,Spain,Male,36.0,8,0.0,2,1,0,169161.46,0
5935,15607065,Chinedum,765.0,France,Male,34.0,9,91835.16,1,0,0,138280.17,0
6847,15809309,Longo,689.0,Spain,Female,40.0,5,154251.67,1,0,1,118319.5,0
647,15730830,Dale,752.0,France,Female,30.0,3,0.0,2,1,1,104991.28,0
6156,15694300,Fiorentino,759.0,France,Male,26.0,4,0.0,2,1,0,135394.62,0
4951,15771383,Loggia,628.0,Germany,Female,45.0,6,53667.44,1,1,0,115022.94,0
9826,15701936,Bell,467.0,Germany,Male,28.0,10,126315.26,1,1,0,32349.29,1
7516,15764841,Vidler,623.0,France,Female,35.0,0,130557.24,1,1,1,47880.71,0
6775,15569432,Macleod,656.0,France,Female,48.0,9,0.0,2,1,1,85240.61,1
7965,15695097,Chiedozie,564.0,Germany,Female,30.0,0,100954.88,2,0,0,134175.15,0
758,15815364,Ashley,736.0,Spain,Female,28.0,2,0.0,2,1,1,117431.1,0
9843,15746704,Jibunoh,638.0,Spain,Male,30.0,9,136808.53,2,1,1,106642.97,0
7892,15652782,Chibuzo,678.0,Germany,Male,48.0,2,101099.9,2,0,1,1354332.28,0
7306,15794204,Manna,687.0,France,Male,28.0,7,108116.66,1,1,1,27411.19,0
3643,15569572,Sopuluchi,778.0,France,Male,42.0,6,0.0,2,1,1,106197.44,0
8323,15584899,Siciliani,617.0,France,Female,35.0,5,0.0,2,0,1,13066.3,0
8074,15601030,Patel,777.0,Germany,Female,6.8,5,96693.66,1,1,1,172618.52,0
6843,15797787,Denisov,614.0,France,Male,36.0,1,118311.76,1,1,0,146134.68,0
5592,15607509,Ozerova,539.0,France,Male,38.0,5,0.0,2,1,0,47388.41,0
6750,15653404,Aliyev,684.0,Spain,Female,24.0,9,79263.9,1,0,1,196574.48,0
2969,15756932,Caldwell,696.0,Spain,Female,36.0,7,0.0,2,1,1,82298.59,0
1684,15709387,Obiajulu,711.0,France,Male,52.0,5,0.0,1,1,1,22829.850000000002,0
355,15625461,Amos,613.0,France,Female,45.0,1,187841.99,2,1,1,147224.27,0
1952,15589793,Onwuamaeze,604.0,France,Male,53.0,8,144453.75,1,1,0,190998.96,1
2824,15764351,Yuryeva,668.0,Germany,Female,59.0,5,120170.07,1,0,1,353183.60000000003,0
3254,15606472,Lung,585.0,France,Female,38.0,5,0.0,1,1,1,87363.56,0
242,15651001,Tsao,725.0,Germany,Female,39.0,5,116803.8,1,1,0,124052.97,0
3225,15713463,Tate,645.0,Germany,Female,41.0,2,138881.04,1,1,0,,1
1028,15769948,Palerma,737.0,Germany,Male,7.0,0,133377.8,1,0,1,64050.19,0
6185,15664339,Yu,775.0,Spain,Male,48.0,4,178144.91,2,0,0,50168.41,1
9829,15574523,Cheng,576.0,France,Male,39.0,1,0.0,2,1,1,68814.23,0
4226,15671804,Wilding,648.0,Spain,Male,36.0,8,146943.38,2,1,1,910290.15,0
2983,15798659,Kennedy,526.0,Spain,Female,43.0,3,0.0,2,1,0,31705.19,0
8951,15700424,Hsiao,461.0,France,Female,35.0,5,0.0,1,1,1,54209.02,0
5363,15779985,Lo,750.0,Germany,Female,37.0,1,133199.71,2,1,1,27366.77,0
1326,15729975,Chidozie,613.0,France,Female,46.0,8,167795.6,1,0,1,44390.38,0
8302,15766017,Brookman,615.0,Germany,Male,58.0,3,72309.3,1,1,1,85687.09,1
4643,15657449,Chukwuma,446.0,Germany,Male,25.0,3,136202.78,1,1,0,176743.51,0
9333,15638882,Cardell,710.0,Germany,Female,62.0,9,148214.36,1,1,0,48571.14,1
7425,15625501,Wall,570.0,Germany,Male,38.0,1,127201.58,1,1,0,147168.28,1
6197,15576304,Bailey,698.0,France,Male,29.0,5,95167.55,1,1,1,152723.23,0
5304,15645766,Kosisochukwu,634.0,Spain,Male,25.0,9,0.0,2,1,1,8227.91,0
2422,15574842,Lorenzo,653.0,Germany,Female,25.0,2,158266.42,3,1,1,199357.24,0
3353,15767414,Calabresi,591.0,France,Male,40.0,2,99886.42,2,1,1,88695.19,0
6713,15724838,Moretti,599.0,France,Female,43.0,4,0.0,1,1,0,170347.1,0
7969,15712068,Wan,74.0,Spain,Male,45.0,8,84692.5,1,0,1,67214.02,0
6372,15656627,Lin,602.0,France,Male,34.0,5,0.0,2,1,1,77414.45,0
4851,15593094,Goddard,516.0,France,Male,27.0,9,0.0,1,1,0,142680.64,1
5998,15583033,Huguley,640.0,France,Female,20.0,4,0.0,2,0,1,78310.82,0
9914,15590177,Chiedozie,718.0,France,Female,44.0,1,133866.22,1,0,1,139049.24,0
6036,15764021,Frolov,617.0,France,Male,34.0,1,61687.33,2,1,0,105965.25,0
1298,15793247,Hancock,498.0,France,Male,34.0,5,0.0,2,1,1,91711.66,0
9769,15644994,Ko,714.0,Germany,Male,54.0,4,137986.58,2,0,1,51308.54,1
9052,15569624,Feng,671.0,Germany,Female,31.0,6,105864.6,2,1,0,145567.34,0
8568,15587676,Alexeieva,699.0,France,Male,30.0,9,0.0,1,1,1,108162.13,0
3585,15664227,Threatt,506.0,Germany,Male,28.0,8,53053.76,1,0,1,24577.34,0
3432,15688193,Graham,468.0,France,Male,36.0,3,61636.97,1,0,0,107787.42,0
5909,15641934,Manna,749.0,Spain,Female,46.0,9,66582.81,1,1,0,78753.12,1
2357,15614934,McEwan,625.0,Germany,Female,37.0,4,142711.81,1,1,0,35625.41,0
3272,15708791,Abazu,584.0,Spain,Male,32.0,9,85534.83,1,0,0,169137.24,0
7027,15588123,Horton,677.0,France,Female,27.0,2,0.0,2,0,1,,0
9612,15586522,Hunter,608.0,Spain,Male,37.0,2,130461.02,1,1,0,21967.15,0
2480,15657139,Otutodilinna,652.0,France,Female,40.0,8,84390.8,2,0,1,107876.2,0
5648,15615245,Shao,660.0,France,Male,19.0,5,127649.64,1,1,1,40368.65,0
3410,15593736,Cook,598.0,Germany,Female,46.0,7,131769.04,1,0,0,184980.23,1
9716,15762573,Bednall,680.0,Spain,Female,,7,0.0,2,1,0,98949.85,0
1185,15755649,Winter-Irving,584.0,Germany,Male,47.0,7,130538.77,1,1,0,92915.84,0
3307,15633854,Sun,654.0,France,Female,40.0,3,0.0,2,1,0,167889.1,0
4934,15787597,Hsu,420.0,Germany,Female,155.0,1,108377.75,2,1,1,9904.63,0
6602,15655213,Udinese,591.0,Germany,Female,51.0,8,132508.3,1,1,1,161304.68,1
2475,15693199,Shao,739.0,France,Female,37.0,8,0.0,2,1,0,191557.1,1
6760,15660878,T'ien,705.0,France,Male,92.0,1,126076.24,2,1,1,34436.83,0
9584,15729019,Arcuri,602.0,Spain,Male,34.0,8,98382.72,1,1,0,39542.0,0
5036,15712121,Chidimma,657.0,Spain,Male,34.0,5,154983.98,1,1,0,27738.01,0
1838,15619343,Mahmood,561.0,France,Male,56.0,7,152759.0,2,1,0,133167.11,1
7170,15684722,Fraser,490.0,France,Male,34.0,5,122952.9,2,0,0,154360.97,0
7357,15683993,Knight,493.0,France,Female,7.4,8,142987.46,2,1,0,158840.99,0
5387,15668283,Gardiner,642.0,France,Male,48.0,9,118317.27,4,0,0,78702.98,1
8949,15662501,Ebelechukwu,583.0,France,Male,48.0,3,91246.53,1,1,0,60017.46,1
415,15810432,Moseley,795.0,Spain,Male,35.0,8,0.0,2,1,0,167155.36,0
1265,15732199,Gether,837.0,Spain,Male,31.0,9,104678.62,1,0,1,50972.6,0
8359,15717286,Sal,675.0,Spain,Female,40.0,8,79035.95,1,1,0,142783.98,1
1340,15761132,Capon,5456.0,Spain,Male,46.0,7,128029.72,1,1,1,62615.35,0
1847,15812338,Sopuluchukwu,485.0,Spain,Female,30.0,7,0.0,1,1,0,107067.37,0
7797,15773949,Cherkasova,692.0,France,Female,36.0,3,0.0,2,1,1,8282.22,0
2346,15641250,Calabresi,794.0,Spain,Male,38.0,9,179581.31,1,1,0,23596.24,0
950,15620981,Wickham,684.0,France,Female,48.0,3,73309.38,1,0,0,21228.34,1
6993,15808175,Castiglione,557.0,France,Female,39.0,7,49572.73,1,1,0,115287.99,1
1128,15647301,Bray,549.0,Germany,Female,45.0,3,143734.01,2,1,1,96404.38,0
8983,15627971,Coates,504.0,France,Female,32.0,8,206663.75,1,0,0,16281.94,0
7303,15708236,Wright,491.0,France,Female,72.0,6,91285.22,1,1,1,7032.95,0
8697,15647572,Greece,504.0,Spain,Male,34.0,0,54980.81,1,1,1,136909.88,0
4664,15578783,Mai,620.0,Germany,Male,35.0,0,76989.97,1,1,1,17242.79,0
9981,15719276,T'ao,741.0,Spain,Male,35.0,6,74371.49,1,0,0,99595.67,0
8588,15649457,Macleod,588.0,Germany,Male,41.0,2,131341.46,2,0,1,7034.94,0
9451,15784010,Williamson,666.0,Germany,Male,33.0,2,124125.26,1,1,0,81884.8,0
4200,15587596,Morrison,628.0,Spain,Female,39.0,8,107553.33,1,1,0,117523.41,0
8457,15730705,Chidubem,715.0,France,Male,37.0,9,165252.52,1,1,0,85286.3,0
7260,15718921,Ho,625.0,Spain,Male,32.0,7,106957.28,1,1,1,134794.02,0
8022,15697691,Sinclair,512.0,France,Female,41.0,6,0.0,1,1,1,100507.81,0
8419,15731026,Han,683.0,Germany,Female,39.0,2,100062.16,2,1,0,109201.43,0
6439,15647974,Chiemenam,679.0,France,Female,44.0,3,118742.74,2,1,0,1568.91,0
297,15774510,Tien,714.0,France,Female,31.0,4,125169.26,1,1,1,106636.89,0
1710,15713843,Kao,850.0,Spain,Male,30.0,2,0.0,2,0,1,27937.12,0
3982,15575676,Chung,638.0,France,Male,24.0,1,0.0,2,0,1,162597.15,0
1478,15732175,Bruno,776.0,France,Male,37.0,2,0.0,1,0,1,8065.0,0
5200,15726310,Mordvinova,782.0,Spain,Female,27.0,3,0.0,2,1,0,143614.01,0
1312,15750497,Longo,,France,Female,37.0,7,153147.75,1,1,1,152235.3,0
2394,15657342,Dawson,850.0,Germany,Male,140.0,4,147972.19,1,1,0,60708.72,1
2786,15771417,Thomas,640.0,France,Male,43.0,7,132412.38,1,0,0,69584.3,1
8616,15789924,Hussain,658.0,France,Female,39.0,4,0.0,1,1,1,147530.06,0
9082,15741078,Greece,736.0,France,Male,54.0,7,111729.47,2,0,1,84920.49,0
6389,15582033,Manfrin,753.0,Germany,Male,44.0,3,138076.47,1,1,0,15523.09,1
6362,15675585,Burns,416.0,Germany,Female,25.0,0,97738.97,2,1,1,160523.33,0
9231,15768465,Sheppard,582.0,Germany,Male,35.0,8,121309.17,2,1,1,28750.67,0
5510,15746805,Thomson,597.0,France,Male,,9,0.0,2,1,0,49374.82,0
7380,15607746,Belstead,573.0,France,Female,36.0,1,0.0,1,1,1,56905.38,0
992,15806926,Watson,615.0,France,Female,35.0,2,97440.02,2,1,1,139816.1,0
9227,15779913,Davidson,586.0,France,Male,27.0,5,130231.8,2,1,1,192427.16,0
4937,15792986,T'ao,580.0,Germany,Male,24.0,1,133811.78,1,1,0,17185.95,1
2526,15738411,Ho,505.0,France,Male,34.0,10,104498.79,1,0,1,126451.14,0
3572,15790336,Tokareva,664.0,Germany,Male,36.0,6,71142.77,2,1,0,122433.09,0
3974,15669281,Ch'iu,711.0,Spain,Male,38.0,3,128718.78,1,0,0,114793.45,0
7999,15772482,Iloerika,829.0,Germany,Male,28.0,3,132405.52,3,1,0,104889.2,1
177,15645248,Ho,510.0,France,Female,30.0,0,0.0,2,1,1,130553.47,0
2442,15691446,Tokaryev,735.0,Spain,Male,29.0,10,0.0,2,1,1,95025.27,0
2681,15813532,Burns,625.0,France,Female,39.0,5,0.0,2,1,0,32615.21,0
2779,15761141,Palerma,604.0,Spain,Female,71.0,10,0.0,2,1,1,129984.2,0
3378,15628219,Benson,665.0,Germany,Female,37.0,3,111911.63,1,1,1,110359.68,1
4514,15722212,Edmondstone,696.0,France,Female,41.0,8,0.0,2,0,0,28276.83,0
7846,15622774,Kao,648.0,France,Male,34.0,0,0.0,1,1,1,167931.81,0
6109,15761076,Lei,507.0,France,Male,41.0,3,58820.32,2,1,1,138536.09,0
8188,15771674,Ma,603.0,Spain,Female,39.0,5,162390.52,2,1,0,54702.66,0
6936,15750396,McKissick,670.0,France,Male,33.0,1,0.0,2,1,1,86413.11,0
312,15702919,Collins,729.0,Germany,Male,30.0,6,63669.42,1,1,0,145111.37,0
3623,15720338,Mazzanti,592.0,Spain,Male,55.0,8,85845.43,2,1,1,128918.42,0
1780,15673342,K'ung,703.0,France,Male,36.0,2,0.0,2,1,0,108790.95,0
9117,15672082,Schatz,562.0,France,Male,62.0,3,0.0,2,1,0,105986.01,0
9382,15756148,Nnanna,765.0,Spain,Male,45.0,2,91549.78,1,1,1,47139.44,0
798,15766908,Trevisani,488.0,Germany,Male,32.0,3,114540.38,1,1,0,92568.07,0
4615,15718245,Pirozzi,730.0,France,Male,34.0,1,0.0,2,1,1,126592.01,0
6688,15662908,Davidson,795.0,Germany,Male,38.0,7,125903.22,2,1,1,127068.92,0
2735,15708505,Palerma,641.0,Germany,Female,37.0,7,62974.64,2,0,1,39016.43,0
4297,15702788,Gadsdon,775.0,France,Male,40.0,9,126212.64,1,1,0,70196.57,0
5427,15698572,Schaffer,636.0,Spain,Female,,1,0.0,1,1,0,6162.082857142857,0
5192,15681075,Chukwualuka,682.0,France,Female,58.0,1,0.0,1,1,1,706.5,0
2573,15785865,Mazzanti,711.0,France,Male,58.0,9,91285.13,2,1,1,26767.85,0
8348,15757759,Okwuoma,807.0,Spain,Female,28.0,7,165969.26,3,1,0,156122.13,1
4460,15658158,Sullivan,672.0,Germany,Female,23.0,10,110741.56,1,1,0,80778.5,0
6594,15581332,Pan,655.0,Germany,Female,30.0,1,83173.98,2,1,1,184259.6,0
5317,15780386,Ferri,654.0,Spain,Male,40.0,5,105683.63,1,1,0,173617.09,0
904,15786014,Ku,568.0,France,Male,28.0,5,145105.64,2,1,0,185489.11,0
6996,15696826,James,633.0,France,Female,32.0,1,104001.38,1,0,1,36642.65,0
9677,15720924,Chijioke,585.0,France,Female,34.0,1,0.0,1,1,1,75503.6,0
974,15779711,Gray,750.0,Spain,Female,38.0,7,97257.41,2,0,1,179883.04,0
4613,15649292,Bellucci,,France,Female,49.0,7,29602.08,1,0,0,163550.58,1
1789,15725355,Morey,439.0,France,Female,43.0,8,0.0,1,0,1,104889.3,0
4735,15591740,Fletcher,590.0,France,Female,54.0,4,0.0,2,1,1,93820.49,1
9943,15683007,Torode,739.0,Germany,Female,25.0,5,113113.12,1,1,0,129181.27,0
2531,15598086,Brown,624.0,France,Female,45.0,3,68639.57,1,1,0,168002.31,1
1999,15779497,Ts'ai,603.0,France,Male,43.0,5,127823.93,1,1,1,19483.35,0
5285,15759250,Barnett,745.0,Germany,Male,51.0,3,99183.9,1,1,1,28922.25,0
3279,15683758,Onyekachukwu,640.0,France,Male,44.0,7,111833.47,1,1,0,67202.74,0
4580,15711028,Nnachetam,534.0,France,Male,52.0,1,0.0,3,1,1,104035.41,1
3191,15625395,Chinomso,585.0,France,Female,28.0,6,105795.9,1,1,1,5888.441428571428,0
1528,15668058,Chinwendu,661.0,Germany,Male,,8,124098.54,1,1,0,606749.36,0
212,15624592,Tan,603.0,France,Male,31.0,8,0.0,2,1,1,169915.02,0
1774,15721303,O'Meara,640.0,Spain,Male,34.0,1,137523.02,1,0,0,24761.36,0
44,15755196,Lavine,834.0,France,Female,,2,131394.56,1,0,0,194365.76,1
5907,15745623,Worsnop,788.0,France,Male,32.0,4,112079.58,1,0,0,89368.59,0
43,15687946,Osborne,556.0,France,Female,61.0,2,117419.35,1,1,1,94153.83,0
1095,15621687,Mackay,813.0,France,Male,34.0,0,0.0,2,1,0,43169.15,0
5253,15749947,Black,665.0,France,Female,44.0,7,0.0,2,1,1,66548.58,0
1472,15700223,Steiner,806.0,France,Male,48.0,4,164701.68,1,1,1,21439.49,0
5923,15786196,Han,555.0,France,Female,44.0,3,105770.7,3,1,0,60533.96,1
1166,15723907,Lawless,712.0,Germany,Female,49.0,5,154776.42,2,0,0,196257.68,0
2973,15592877,Wright,641.0,Spain,Male,42.0,9,132657.55,1,1,0,35367.19,0
4173,15757777,Pai,636.0,France,Female,35.0,2,0.0,2,1,1,23129.46,0
4666,15656293,Davey,786.0,France,Male,35.0,3,0.0,2,1,0,92712.97,0
4293,15800287,Micco,706.0,Spain,Female,46.0,2,127660.46,2,1,0,150156.82,1
522,15653547,Madukwe,850.0,France,Male,56.0,7,131317.48,1,1,1,119175.45,0
7944,15774250,Gallo,4256.0,France,Male,42.0,1,159024.71,1,1,0,100982.93,1
104,15776605,Bradley,528.0,Spain,Male,36.0,7,0.0,2,1,0,60536.56,0
7691,15692258,Thompson,569.0,Spain,Male,31.0,1,115406.97,1,0,0,145528.22,0
4238,15736271,Dumetochukwu,498.0,France,Female,29.0,9,0.0,1,1,0,190035.83,0
9172,15660475,Ndubueze,411.0,France,Female,54.0,9,0.0,1,0,1,76621.49,0
1628,15591932,Ford,680.0,France,Male,32.0,5,92961.61,1,1,0,116957.6,0
7568,15750545,Chidiebere,629.0,France,Male,44.0,5,0.0,4,0,0,117572.59,1
4558,15624866,Brewer,658.0,Germany,Male,37.0,3,168735.74,2,0,0,70370.24,0
7047,15737627,Rivero,589.0,Germany,Female,20.0,2,121093.29,2,1,0,3529.72,0
9925,15578865,Palerma,632.0,Germany,Female,50.0,5,107959.39,1,1,1,6985.34,1
2836,15812917,Kosisochukwu,653.0,Spain,Male,35.0,6,116662.96,2,1,1,23864.21,0
9491,15655171,Yermakova,624.0,France,Male,80.0,3,0.0,1,1,1,65801.44,0
561,15670080,Mackenzie,4672.0,Germany,Female,29.0,7,105204.01,1,0,1,138490.03,0
5488,15799790,Carter,763.0,France,Male,35.0,9,0.0,1,1,1,31372.91,0
3670,15576185,Sinclair,653.0,France,Male,29.0,2,0.0,2,1,1,41671.81,0
6906,15754012,Shepherdson,687.0,France,Female,35.0,1,110752.15,2,1,1,47921.22,0
3951,15602841,Lockett,794.0,Spain,Female,28.0,5,0.0,2,0,1,86699.98,0
1563,15600991,Artemieva,694.0,Germany,Male,31.0,6,109052.59,2,1,1,19448.93,1
5346,15639217,McKenzie,806.0,France,Male,34.0,6,0.0,2,0,0,100809.99,0
1876,15763055,Onuchukwu,572.0,Spain,Male,31.0,5,98108.79,1,0,1,119996.95,0
3724,15710978,Palerma,,Germany,Male,42.0,2,88120.97,2,1,1,21333.22,0
